Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
368,1.239173234,0.103367918,0.371710701,0.440033174,-0.370396356,-0.509393233,-0.129165339,0.030557658,-0.010577651,0.138778037,0.985592305,0.311878743,-0.912072067,0.655089001,0.486979422,0.650936215,-0.724128192,0.207022608,0.30195528,-0.148074154,-0.240934275,-0.790562699,0.097823326,-0.034851071,0.190346903,0.10142843,-0.041182685,0.002978894,1.98,0
368,-0.409899593,1.183087565,1.598967048,0.353088354,0.30971002,-0.312399992,0.707197413,-0.04320649,-0.892868987,-0.684800184,0.237011018,0.513399774,1.258257779,-0.521488332,1.403897714,-0.243457561,0.491733589,-0.618058044,0.293941889,0.117258109,-0.163370812,-0.396155273,-0.069497774,0.069734973,-0.298406889,0.199188201,0.099692434,0.118617202,1.98,0
369,1.240600112,0.747735016,-0.214136192,1.301475363,0.124739709,-1.172183417,0.37105861,-0.306401437,-0.246672199,-0.597783921,0.227746613,0.525386862,1.059571039,-1.269549018,0.939238882,0.45282216,0.611010722,0.332028616,-0.590463561,-0.035732221,-0.039412879,0.01069977,-0.132260724,0.306804504,0.728250757,-0.331239351,0.039023757,0.053599682,1,0
369,0.953918203,-0.760595478,1.091610595,0.147114857,-0.729795657,1.430147882,-1.070469565,0.727964986,1.43273387,-0.602645979,0.152245213,0.109983152,-1.936454675,-0.055090886,0.961466874,-1.394626546,1.569742928,-2.466115156,-1.203796456,-0.290093422,-0.098744241,-0.015598071,0.248460927,-0.596978808,-0.291046077,1.053935319,0.021905607,0.003336826,32.63,0
369,1.255729408,0.297650062,0.287526409,0.699902086,-0.438405256,-1.088542438,0.034421481,-0.159595857,0.14998966,-0.260027513,-0.202845457,-0.178269773,-0.54681741,-0.133805464,1.179252941,0.516409851,0.036999064,-0.202477438,-0.191225043,-0.129758981,-0.296736011,-0.894374277,0.137805513,0.318640737,0.190561733,0.097318944,-0.028174478,0.029140604,1.98,0
370,1.354445057,-0.81529671,0.836498305,-0.617140247,-1.304123735,-0.025273809,-1.147177389,0.162996088,-0.258341353,0.660341204,0.632539623,-0.056930151,-0.351267301,-0.466689479,-0.835734315,1.157376633,0.186554348,-0.57970044,1.077008602,0.040379238,0.292038166,0.94135696,-0.192850905,0.049422042,0.597416327,0.002148546,0.035181508,0.00368211,4.79,0
373,1.149246403,0.018358286,0.430439507,0.537502628,-0.430753531,-0.394698516,-0.151398394,0.135031481,-0.00495869,0.113950212,1.559069299,0.26760171,-1.601212165,0.853251517,0.653695377,0.128873171,-0.174429639,-0.343327425,-0.243970218,-0.219043558,-0.124932401,-0.449759669,0.135781046,0.185129747,0.129061898,0.177780055,-0.034564615,0.001486565,10.29,0
373,-1.254475779,0.322250156,1.784507273,-0.307396214,1.009085722,-0.998490957,0.328481711,0.131284253,-0.485255252,-1.028342663,-0.198155958,-0.360170944,-0.663443326,-0.227583564,0.871872987,0.352768204,0.114133798,-0.54310254,-1.038336495,0.032602862,-0.160980332,-0.778999073,-0.025359454,0.000828208,0.154781397,0.042033917,-0.019549678,0.081175925,1.79,0
375,-0.837689399,0.777697548,1.841251908,3.056891684,0.303627257,0.615334509,0.531503581,-0.081955234,-0.522526744,1.149724997,-0.692305561,-0.219451806,-0.064181949,-0.473905555,0.119392546,-1.014120008,0.596687496,-0.637465522,0.826731026,0.03200224,-0.070068506,0.556788018,0.217680954,0.100721259,-0.332478928,0.252525567,0.138864823,-0.085151907,29.18,0
376,1.220895767,0.116242673,0.545204566,0.838269474,-0.491895847,-0.691202118,0.037916098,-0.180524135,0.34868964,-0.218638497,-0.533170799,0.877408302,0.720656119,-0.218672389,-0.293054926,-0.317487132,-0.010831739,-0.805524142,0.211288138,-0.059028897,-0.219679457,-0.426644211,-0.001156167,0.451173462,0.477481601,0.26555702,-0.018555258,0.015656009,12.89,0
376,-0.439946497,0.994795146,1.357057613,-0.05028819,0.108030045,-0.314620766,0.500910069,0.234651397,-0.57701198,-0.370060229,1.781782,0.422373587,-0.658924731,-0.065600557,0.500144677,0.257425481,0.146188162,-0.080133161,-0.232624345,0.046849054,-0.178157618,-0.476767442,0.036739603,0.155320667,-0.311972919,0.073609006,0.254202673,0.085367476,4.45,0
376,0.894056208,-0.031001188,1.514664684,2.587276188,-0.22269261,1.987772117,-0.922106337,0.782939571,0.181509785,0.31834469,0.168810156,0.253735584,-0.832725752,-0.124440102,0.845365229,-0.703991352,0.949885719,-2.157623704,-2.514420273,-0.335482519,0.052818857,0.394703474,0.212675942,-0.654427783,-0.089633463,0.066053636,0.107787401,0.024675576,11.39,0
377,1.166918823,0.027049088,0.513875182,0.860965349,-0.519451577,-0.681147437,0.074991944,-0.18777607,0.345398695,-0.231651941,-0.532770499,0.878559115,0.725637448,-0.212346884,-0.289540089,-0.313801998,-0.010003399,-0.799799592,0.202364375,-0.002130197,-0.20274975,-0.44139061,-0.025782469,0.452607133,0.467222718,0.262577155,-0.023834435,0.020520859,40.83,0
378,-0.460445587,0.720560639,0.24783576,-0.687521024,-0.627671057,-1.12970975,0.426560471,0.055194973,-2.063462067,-0.278732165,-0.051371388,-0.375334671,1.281990091,-0.877698923,0.543343782,0.874039943,1.428132849,-0.933302845,1.239625199,0.344737648,0.329564677,0.705109685,0.037092678,0.373316311,-0.176941784,-0.156161346,0.01163128,0.116359292,85.25,0
379,-1.896099252,-1.829046182,1.181222142,3.897845796,-1.686468705,1.976370755,-0.56410723,-2.40046491,-0.979201821,-0.284723547,0.284799423,0.592318944,-0.653926139,0.510773223,-0.545063692,0.309555464,0.259246565,0.660470305,0.978842525,2.538636196,-0.936346052,-0.516625797,-0.911681722,0.025105641,0.65669918,0.200867802,-0.088993678,0.339813926,881.13,0
380,-1.29983679,0.881817464,1.452841879,-1.293698332,-0.025104981,-1.170102626,0.861610195,-0.193933516,0.592000947,0.241978858,0.144973301,-0.583891284,-1.595345315,0.032612886,0.752833857,-0.094286374,-0.163427019,-1.111176014,-1.12402459,0.06597901,-0.272562732,-0.360853038,0.223911215,0.598929622,-0.397704638,0.637140781,0.234872284,0.021378793,0,0
380,1.158923163,0.165064337,0.507315636,0.456052013,-0.193599919,-0.180777006,-0.070487454,0.046688089,-0.302918165,0.038972802,1.796798502,1.436893006,0.765249442,0.355946894,0.523827759,0.182450393,-0.427411971,-0.561432504,-0.193424973,-0.061765333,-0.16691468,-0.476945515,0.139459954,0.028225049,0.130464202,0.104224546,-0.014328741,0.008025591,9.99,0
382,-0.804275457,0.379523306,1.892524674,0.315885535,-0.194783001,-0.248983834,0.422565158,-0.028321131,-0.247660502,-0.488735428,0.018103943,0.745749002,0.811923577,-0.339126344,0.41271011,-1.08160261,0.806112721,-1.231163456,1.109070442,0.117260558,-0.152899712,-0.213726372,0.174705845,0.486815514,-0.365679974,0.963301373,-0.045545223,0.110528209,45.38,0
383,-0.907908975,1.622223224,0.036381362,0.526253582,0.343559945,-0.814125699,1.286352976,-0.513283985,0.65009122,2.374533401,1.276955412,-0.156640261,-1.34623857,0.085839791,0.256081499,-0.596371655,-0.624688058,0.376031456,0.584009907,0.593289305,-0.118734907,0.640328805,0.022338611,0.297445258,-0.650607852,-0.530175348,-0.042295761,-0.490801709,17.99,0
383,-0.671983368,1.286814452,1.575213799,-0.289993429,0.601959368,-0.399922809,1.466421768,-0.792099332,0.74727344,1.206007059,0.451883705,-0.300103228,0.051399671,-1.459397081,1.305764699,-0.302977194,-0.159295643,-0.753259721,-0.526130414,0.746320059,-0.535865213,-0.529530505,-0.112927889,0.014224731,-0.183674161,0.001701353,-0.065969405,-0.620859689,16,0
384,0.450789665,-2.168532687,-0.824039454,-0.351020593,-0.98403313,-0.079024459,0.274408704,-0.183159236,-0.949651213,0.5801427,0.070217017,0.008289176,-0.4092444,0.421210061,-0.538527664,-1.248464079,-0.195415887,1.56371475,-0.003321776,0.517926231,-0.157792202,-1.057971431,-0.55917046,-0.46940444,0.310074723,1.076462618,-0.173558408,0.065210028,510.22,0
386,1.213135839,0.462142518,0.664599346,1.301135304,-0.407415561,-0.994124679,0.180625573,-0.27903503,-0.216489299,0.016011579,0.124779978,1.049709455,1.424610253,0.034876329,0.794658354,0.039519296,-0.455406937,-0.358971564,-0.605013173,-0.065426186,0.069833701,0.318993674,-0.048025666,0.758935862,0.616220732,-0.354056706,0.032491644,0.030264168,1,0
386,0.071936372,-1.60199934,-0.606192805,1.59162339,-0.364290002,0.319968043,0.856675851,-0.052634165,-0.188426453,-0.132815948,0.918978035,0.769187613,-0.510227421,0.670791499,-0.315053859,-0.280722052,-0.162237709,-0.114263578,-0.254243783,0.959559376,0.364078189,-0.110441765,-0.669058115,-0.262152245,0.555655582,-0.288129534,-0.089499998,0.095583938,575.33,0
387,1.248022146,0.36782058,0.058191844,0.933295335,0.443928911,0.226403285,0.115654388,-0.059579981,-0.155527826,-0.033505897,-0.841198375,0.693274034,1.612160317,0.014892872,1.155163041,0.158075959,-0.666828626,-0.459204353,-0.407904062,-0.037650206,-0.075303063,-0.098561458,-0.137178076,-0.94090289,0.645499684,-0.334233719,0.044270938,0.015850494,10,0
388,-0.517234029,0.599240836,2.913950395,0.374993548,-0.453371116,-0.407892851,0.653325721,-0.337756378,0.713252074,-0.292509244,-0.431166467,0.009447995,-0.552711682,-0.843709866,-0.362611996,-0.136814384,-0.464019597,-0.146809662,-0.821349617,-0.074847619,-0.016611951,0.394598452,-0.151037153,0.896231988,-0.335150323,-0.680062118,-0.286108769,-0.298699176,12.99,0
388,0.19948941,0.705635829,1.39811485,1.21964719,0.149196139,-0.69893233,-0.551005698,-0.872024284,-0.370323732,-0.032175636,0.506833954,0.94959832,0.689685777,0.394380416,1.412828788,-0.52131921,0.241034972,-0.989513274,-0.326511552,-0.203632497,0.640890367,-0.701341255,-0.757939045,0.639510058,0.147695933,-0.544985958,0.274527786,0.28055474,9.99,0
389,-1.581926725,1.754753199,0.796003311,-0.558083886,0.302975097,-0.068701426,0.776211003,-0.057165218,1.03610372,1.9311623,1.466219837,-0.359799506,-1.519401377,-0.759087603,0.79161053,0.167180503,-0.259399468,0.053381282,-0.19661855,0.908321869,-0.511518027,-0.729446154,-0.029176613,-0.430327782,-0.012086274,0.080317898,0.54010667,0.034934173,8.93,0
389,1.228477568,-1.097947504,1.629012623,-0.005550294,-1.969868487,0.25027644,-1.381781751,0.174506572,0.64116179,0.208169663,-1.388042813,0.927180484,0.954275797,-1.436661071,-1.788215851,-2.038941531,0.723704772,0.589066737,-0.108607721,-0.412462974,-0.526063931,-0.566474926,0.045969259,0.475350104,0.164650365,1.06943713,0.027739802,0.026680276,29.95,0
391,-0.829932199,0.430250426,1.303707673,1.040559371,0.822209791,0.844830135,0.589865275,0.045790744,-0.14864457,0.310522867,0.178932311,-0.314635572,-1.510059288,0.182331208,-0.157713527,-0.783954374,0.037390761,0.242676949,1.442092948,-0.058815781,-0.075178971,0.096038166,-0.139414587,-0.859739201,0.12123541,-0.204961889,-0.292247194,-0.058995507,27.7,0
392,-2.153490865,0.104020929,1.459531502,-1.613283866,-1.071360619,0.192161,-0.332747788,0.462717462,-0.209569474,0.237995866,-1.636991145,-0.145006279,1.194627939,-1.276750664,-1.228846054,1.18370927,0.20108789,-1.323823626,0.676053147,0.227422002,-0.101936789,0.096734514,-0.490325275,-0.392662347,0.608577595,-0.33838167,-0.352131899,-0.422725982,82.29,0
393,-2.595499719,1.311591816,1.323081307,-1.127848902,0.307467369,-0.518201825,-2.098816632,-4.382468958,1.724534556,0.198679922,0.381591794,0.780889732,-0.247810882,0.0469023,2.501394702,-1.432126842,0.732979441,-0.183239271,1.075630877,-1.148674304,3.980383833,-0.835844602,-1.786328942,0.485594402,-0.53515806,-0.684143186,-0.422542032,0.047078038,64.04,0
394,1.293053468,0.457969173,-1.940450108,0.173148862,2.609569767,3.014117069,-0.269414758,0.754420441,-0.221009097,-0.62079986,0.348748433,-0.296104948,-0.118735703,-1.192582007,1.278393499,0.923267817,0.39537938,1.039037697,-0.252923896,0.025020076,-0.121125632,-0.427753296,-0.159335695,0.857134711,0.850054899,-0.311685063,0.037536213,0.05061751,1,0
394,-0.553092103,1.667590646,-0.047357427,0.514248893,0.589388488,-0.635410523,1.126610867,-0.311882321,0.035247126,1.704936035,1.112336066,0.616777458,0.217651195,0.093269229,0.051643168,-0.471139993,-0.700957698,0.351665713,0.709548658,0.577734173,-0.033536548,0.687658355,-0.076693086,0.014809587,-0.590713382,-0.482998413,0.137717309,-0.334914691,1.55,0
399,1.091665919,0.068682113,1.230333669,2.554473864,-0.454168675,0.915781114,-0.701016276,0.396866275,0.307570666,0.475235006,-1.410624843,-0.5085941,-0.970955818,-0.199104865,0.110452475,0.541795553,-0.274024077,-0.333302285,-0.990731674,-0.216637938,-0.098439506,-0.178428152,0.007277001,-0.504025229,0.25597448,0.0222133,0.048714448,0.027056733,15.19,0
402,-0.160626024,-0.064459272,2.531072429,-1.328267897,-0.970429962,0.1850305,-0.380184274,0.078119057,1.775956234,-1.242314803,-0.36495383,0.435456871,0.03950152,-0.760588289,1.701604126,-1.23341667,0.497776404,0.194699718,1.43068505,0.130322208,0.262123747,1.340696247,-0.253860032,0.178600525,-0.49112106,0.244971998,0.07482909,-0.069923636,0.01,0
403,1.237412804,0.51236483,0.68774556,1.693872394,-0.236322622,-0.65023174,0.118066209,-0.230545316,-0.808522532,0.511283784,-0.178158848,0.762909091,1.700923261,-0.133860624,0.402417753,0.684668257,-0.609395282,-0.704276523,-0.720725513,-0.006716199,-0.077543048,-0.178219658,0.03872219,0.47121815,0.289248688,0.87180308,-0.066883865,0.012986379,0,0
403,0.699598576,-2.631727446,0.661576193,-0.70725367,-2.260999627,0.360969495,-1.069656313,-0.053544101,-0.833646959,0.915354738,-1.527099037,-0.013669035,1.594933946,-1.467208744,-1.417228304,-0.877217761,0.893238358,0.035657718,0.248351812,0.54091187,0.04988157,0.068132256,-0.499373166,-0.028742689,0.460852497,-0.003403139,0.020448698,0.092993878,411.88,0
403,1.131541305,-0.174361327,0.9926215,0.600032005,-1.021934205,-0.644778975,-0.428619437,-0.032070613,0.516317803,-0.118985161,-0.366030395,0.116521248,0.051908354,0.014390841,1.424916679,0.672573973,-0.563922581,0.031697566,-0.385113764,0.006618851,0.022068346,-0.031149484,0.022845481,0.414590995,0.129934943,0.387227991,-0.016423479,0.034254727,52.4,0
403,1.08521407,-0.228463564,0.774502959,1.379281622,-0.469899988,0.765730748,-0.589283517,0.426976106,0.865987344,-0.043911176,0.285295859,0.427668007,-1.776336473,0.092020867,-1.210169033,-0.452907276,0.155038459,-0.094429241,0.168118712,-0.262478353,-0.069034668,0.049994854,-0.111814083,-0.319641705,0.57409203,-0.250481687,0.05751707,0.006986077,15,0
404,0.63880634,1.772451089,-1.748258,1.297699728,1.785871617,-1.05019683,1.485730045,-0.780631018,0.4169914,0.002689973,0.908875094,-0.672825142,0.372099813,-4.407431765,1.428052826,0.371421868,2.561437339,1.042814884,-0.635637626,0.589653866,-0.359613479,-0.061540475,-0.051427705,-0.764737576,-0.42418127,-0.418629119,-0.003258457,-0.541236519,0.99,0
405,-0.844953413,1.396043654,1.325803627,0.503092093,0.005609212,-0.727816054,0.692731867,0.251971712,-1.442764248,-0.447368654,-0.643129261,0.631724159,1.567940373,0.044909739,-0.50405649,1.075011647,-0.821382487,-0.58549476,-1.584579958,-0.146557732,0.096803633,0.069220604,0.025521572,0.450555651,-0.402727525,0.607588239,-0.091073522,0.080906059,27.13,0
406,-0.814053959,1.538221557,1.115689964,-0.051666805,0.092334157,-1.013397879,0.748850874,-0.124813888,-0.20740695,0.072841729,0.058284527,0.639903035,1.428942001,-0.830482497,0.782317854,0.278964106,-0.083626315,-0.333308043,-0.158428708,0.445198938,-0.311451579,-0.627543769,-0.016468582,0.363402524,-0.014631082,0.076914148,0.467478413,0.22812287,1.98,0
406,-1.645008604,-2.090799133,1.592566836,-1.38885259,1.732899192,-1.631058781,-0.922859376,0.01381445,1.760777056,-1.270164278,-1.401053239,0.35601814,0.191579696,-0.473274886,0.707895259,-0.179083043,-0.816905117,0.631246543,0.309446502,0.564245803,0.248155008,0.415496484,0.293293937,-0.463425038,-0.40517536,-0.92410328,0.00658569,0.018683011,46.68,0
407,-0.918109392,0.798542201,1.753494095,-0.576985397,-0.554779916,0.119541872,1.096152572,-0.114590681,-0.213291346,-0.742606972,-0.138749708,0.59989904,1.20891998,-0.381499679,0.716385076,0.472986514,-0.684815917,-0.649251557,-1.378950893,-0.205694727,0.050748124,0.201314131,0.023567543,0.107428413,-0.464465515,0.004938474,-0.068013275,0.093834319,146.25,0
408,-2.990791549,1.932984725,0.423524284,-2.019924557,-0.108641275,-0.29571,0.629704648,-0.044991001,2.424755794,3.334443121,1.474485814,0.121291478,-0.929145772,-0.929901229,0.449338464,0.330375655,-1.063317778,-0.356874986,-0.989797666,1.298921442,-0.57274458,-0.325197202,0.154297601,-0.3315124,0.234598737,0.760069647,0.95537669,0.536523981,7.3,0
409,-0.544922216,0.595407358,1.813260912,-1.344669741,0.016864248,-0.601397515,0.660875856,-0.058977945,0.317033236,-0.523190104,-0.386483889,-0.716843483,-1.307211536,0.018265901,0.926463709,0.282247864,-0.427226014,-0.671667526,-1.032118142,-0.016848168,-0.123047852,-0.1482281,-0.07607547,0.074036189,-0.486633189,0.724548696,0.104294235,-0.055109568,0.77,0
409,1.243757504,-0.777764483,1.016830028,-0.250545906,-1.268555166,0.137280396,-1.057919227,0.009986412,-0.460485869,0.624628451,-1.144142453,0.342357291,2.142710023,-0.695759495,1.368113906,-0.466187066,-0.809202806,1.855164966,-1.060533972,-0.222613976,-0.142454959,0.042134432,-0.125057116,-0.403784773,0.212596288,0.61915456,0.035517639,0.041399048,72,0
410,-0.9608187,0.071013017,2.602819337,-0.998693061,-0.383880012,-0.208286115,0.368938159,0.059513641,0.504836276,-0.67802132,1.05047512,1.31612485,0.377964606,-0.861676969,-1.755805298,0.097838076,-0.465169901,-0.224919085,-0.019706209,0.315315447,-0.136826822,-0.081333507,-0.016162267,0.605342437,-0.121759454,0.736684428,0.077108566,-0.069752043,56.09,0
410,-1.086133382,-0.704547684,2.329021447,-0.885715003,0.617676503,0.478894182,-0.267414204,0.354041934,0.55899942,-0.788077564,1.237452121,1.360272639,0.170853649,-0.697620981,-1.203923586,-0.465259959,0.055994497,-1.002349557,-0.56523185,0.188552303,0.021119016,0.213191885,0.186858112,-0.207543079,-0.701079924,0.737603266,-0.093268712,-0.085372364,39.77,0
410,-0.355220827,1.155881754,1.311865013,0.061944508,0.114206664,-0.99021983,0.728194679,-0.105630282,-0.486183264,-0.525351236,-0.105192898,0.254165456,0.739546366,-0.552004757,0.826427402,0.35204444,-0.02614055,-0.215280013,-0.094709737,0.155327646,-0.255802994,-0.639619013,-0.022675556,0.351456338,-0.139463857,0.069852311,0.249579983,0.099987894,0.89,0
411,-0.566531106,-0.057728162,-0.825120879,-1.040221909,1.059728215,3.811274316,0.066048267,1.280203594,-0.504435115,-0.67368984,-0.315523238,-0.168854562,0.228238621,0.473810192,1.478095923,0.629533153,-0.526696834,0.537550532,0.919496744,0.560386341,0.208875221,-0.046195216,0.567673025,1.039252551,-0.371477172,0.997042614,-0.19883653,-0.019047225,235.7,0
411,0.238849265,0.241701892,0.369160517,-2.124041227,-0.172507582,-0.838344862,0.183133473,-0.92144925,0.517945477,-1.215037849,1.9202565,1.44127412,-0.222390941,0.769624358,0.665069189,-0.776718204,-0.036660169,-0.352461245,0.241211829,-0.268390117,0.846543762,0.047365248,-0.162209812,0.284052803,0.773004322,-0.034858476,0.153185473,0.207923528,10,0
413,-1.075652175,1.101232991,0.579164114,-0.459366284,0.600010666,0.160926509,0.573487885,0.274772969,-0.581368053,0.12171064,0.189099244,0.888804485,1.489960834,0.064827651,0.078677511,0.687699053,-1.156900635,0.62039466,0.704515543,0.372269475,-0.074954396,-0.016217655,-0.267397471,-0.982177376,-0.009294411,0.266081186,0.158421273,-0.059167789,40,0
413,1.146593557,-0.353208346,0.834120226,0.708139103,-0.749013999,0.189675738,-0.593212496,0.126902359,1.015718108,-0.255134282,-1.519881514,0.049216573,-0.018880447,-0.402828328,0.291387222,0.424361091,-0.465593221,0.074898752,0.26190254,0.011618984,-0.12006243,-0.268421815,-0.11232006,-0.410469997,0.341273392,0.36400638,0.005174989,0.026810139,57.5,0
413,-1.581221828,0.391512135,1.916332865,-0.087840074,-0.421409692,0.270446937,-0.135965748,0.231828286,0.377200639,0.381819763,1.305813346,0.201177186,-0.761977697,-0.067130048,0.946419994,0.524254248,-0.577973505,0.41742954,-0.320499297,-0.335264169,0.142556764,0.621812469,0.213052625,0.018859122,-0.305393003,0.300156291,-0.287680625,0.185401813,30,0
414,-0.376162266,0.460564985,1.686272992,1.30037893,0.192392512,0.205984515,0.55436679,0.095976987,-0.210761006,0.143518094,0.969152548,-0.299821115,-2.401077746,0.480956261,-0.247237245,-1.058838372,0.470259235,9.22E-05,0.97722597,0.010520607,0.030857721,0.301531822,-0.072866985,0.178562454,-0.344147633,-0.301680946,-7.11E-05,-0.083202228,29.99,0
414,-1.043067726,1.044581762,0.292185903,-2.378535681,-0.189793273,-0.920525526,0.178721702,-0.384094634,0.237234386,-1.336919985,1.648879073,1.417350054,-0.176129796,0.924562872,0.484002834,-0.783687362,0.167370222,-0.161785186,0.447245263,-0.256528845,0.934063859,0.316389362,-0.0047093,0.268737906,-0.177186065,-0.126935638,0.290258852,0.127529957,1,0
415,-0.687157827,0.886271167,1.805077014,1.33774152,1.027125895,-0.517470018,1.09107076,-0.154526378,-1.510994081,0.415641812,1.111937344,0.469677319,-0.03315868,0.241555373,-1.008202986,0.913401027,-1.203573602,-0.274804001,-1.014585088,0.021980157,-0.330226302,-1.116934457,0.21204245,0.224770487,-0.648440632,-0.757446555,-0.085293741,-0.067073619,24.02,0
417,-0.473730525,0.697340217,2.279599507,1.359875086,0.34242916,1.392885633,0.289971173,0.170677021,0.578965557,-0.276892899,-1.577494635,1.009164694,1.303964102,-1.350592295,-1.415533732,-1.55708136,0.672507645,-0.993821895,1.608721032,0.330992725,-0.462424905,-0.486809845,-0.235666653,-0.726568109,0.085981329,-0.351095429,0.28906676,-0.043029565,8.61,0
417,-2.680347808,1.872051952,1.144711752,-0.693663602,0.155171669,0.601324582,0.904200896,-0.520078914,3.013065109,3.555694548,-0.900036654,-0.527338232,-0.287792125,-2.011326604,0.485905617,-0.710475503,-0.637226752,-0.433060051,-0.218876517,1.483876685,-0.459591663,0.485420984,-0.365436576,-0.744117583,0.328654644,0.457695263,0.566152475,0.16824104,29.99,0
417,-0.791993075,1.054006615,-0.110012028,-1.23418578,2.751354913,3.443063879,0.055313397,-0.105660373,-0.306074407,-0.094230469,0.053637868,-0.39176845,-0.139360354,-0.446063692,1.113755325,0.585026641,-0.514388812,0.322606913,0.339455053,0.111574714,0.425087977,-1.178828689,-0.032154269,0.92839378,-0.128565932,0.04629914,0.069744835,-0.037620839,0.89,0
421,1.166912908,-0.023366852,0.624394005,0.781790994,-0.655556509,-0.516613674,-0.158570236,0.033648116,0.287207004,-0.007955633,1.108448051,0.888833105,-0.79916611,0.268056441,-0.855117913,-0.11493611,-0.107878796,-0.205175062,0.434435323,-0.148654803,-0.172050074,-0.390215268,0.030233312,0.562816175,0.373739791,0.24042808,-0.030838517,0.004149227,10.69,0
421,-1.397775624,0.004572569,2.528964281,0.648278911,-0.196625104,0.163190056,-0.27829648,0.366045314,0.435493138,-0.308059553,-0.678178025,-0.219642485,-0.643433498,-0.383810872,0.81403799,-0.471959691,0.41992474,-0.334457894,0.524410362,0.05648148,-0.087222239,0.150044319,0.322305581,0.091753232,0.171955496,0.509403385,0.266857698,0.094295607,12.41,0
421,1.121785087,0.206367288,0.529086016,1.318228783,-0.161514781,0.024066812,-0.020503357,0.103401335,-0.023410734,0.039350897,1.391993023,1.432679109,0.02233205,0.218358253,-0.841327901,-0.600662977,0.071538587,-0.585419895,-0.154840582,-0.183744711,-0.037896931,0.121195339,-0.04662255,0.239375996,0.617559531,-0.342429486,0.03961795,0.00710722,1,0
422,-0.792748252,-0.554385047,1.698544392,-3.774039106,0.005128985,-0.353166296,0.362088897,0.044960964,1.96838823,-2.24579757,1.034872724,1.433987601,-0.047105117,-0.383137264,-0.047074844,-0.41072567,-0.872547678,0.520402037,-0.534329523,-0.003959381,0.325067431,1.155921061,-0.171941329,-0.268315352,0.005260925,-1.0214705,0.014805688,-0.077788979,60.92,0
423,1.174845814,-0.09710484,-0.361082798,0.914490346,0.594571029,1.106664149,-0.114835384,0.307649854,0.347845734,0.069757226,-0.609834672,-0.059615684,-1.242260198,0.432566819,-0.518048386,0.043840929,-0.537445239,0.251097124,0.570590286,-0.138106426,-0.157769451,-0.388798487,-0.303408408,-1.737287571,0.805329462,-0.221754615,0.018557919,-0.008569909,43.34,0
423,1.161123361,0.654049832,0.211965676,2.521864464,0.156581564,-0.58346052,0.442846699,-0.120914394,-0.959400586,0.715869481,-0.155990226,-0.354074282,-0.917180464,0.727635502,0.521758013,-0.021360119,-0.033509525,-0.958702429,-1.363450555,-0.258545519,0.025278231,0.046085116,-0.025789304,0.377011773,0.585969722,0.080867982,-0.028148258,0.008323383,3.75,0
425,-0.367058186,1.035851243,1.108064492,-0.065458503,0.366305902,-0.322658467,0.596340239,0.109671602,-0.318671089,-0.543920665,-0.373580024,-0.304509058,-0.200768918,-0.349963399,1.212177704,0.211685137,0.177026862,-0.42545461,-0.311541957,0.073949915,-0.262880963,-0.671306969,-0.022586639,-0.347484866,-0.197109969,0.125082546,0.258795723,0.090689242,3.59,0
426,-1.932055404,1.724617802,1.288228811,-0.396997995,-0.140202424,2.470520826,-1.865298221,-5.186854858,0.794763542,0.155379391,0.034517317,0.906737901,-0.027171776,-0.404303277,-0.473949408,0.274034093,-0.222340226,0.416883167,0.363446064,-1.108658191,5.273420048,-1.681997448,0.526024518,-1.207178674,-0.017368783,0.376704273,0.139676265,-0.164094108,16.19,0
426,-0.42412602,0.943261997,1.133353827,-0.16633779,0.387243438,-0.030381616,0.466044813,0.275040959,-0.527931832,-0.364996705,1.294315627,0.212521564,-0.633655364,-0.082418374,0.547718126,0.415066881,-0.042596778,0.102803553,-0.031698784,0.068551247,-0.211157825,-0.582126077,-0.021226912,-0.379103827,-0.241854063,0.106795711,0.25181094,0.080462097,4.95,0
427,-0.847311956,0.854261495,0.338816153,0.890136674,0.804751466,1.165501351,-0.081408011,0.879014031,-0.394737112,-0.111114117,-0.841302647,-0.240613257,-1.170181201,0.699976845,-0.242779511,-0.336723182,-0.000298333,0.583674238,1.664117175,0.081904342,-0.046690192,-0.075300882,-0.30847905,-1.733136733,0.087036234,-0.129208942,0.294333957,0.071198099,11.36,0
427,-0.856567135,0.842155882,1.716676851,-0.016177614,1.054485807,-0.440337635,1.463573681,-0.378756841,-0.72854399,0.042131551,1.471733216,-0.206399494,-1.690500706,0.476756136,-0.136423983,-0.318364953,-0.551950933,-0.188745626,-0.857467542,-0.101960461,0.049031994,0.297740764,-0.45650152,0.197724181,0.610523208,-0.420531463,-0.458258405,-0.381306159,12.98,0
427,0.173200432,-1.823346056,0.307208485,1.342690667,-1.358110718,-0.136943694,0.355662815,-0.159310859,0.854919118,-0.581898525,-0.898873063,0.847338394,0.40789131,-0.449137192,-0.873602374,-0.431307453,0.249964709,-0.582009346,0.18821947,0.986324948,0.182255069,-0.32755542,-0.536358775,0.507572679,0.33185285,0.469279934,-0.102721495,0.106900915,539.17,0
